Round,ConsensusScore
0,0.482518591906997
1,0.4379779274276597
2,0.397985970195736
3,0.4345413215779087
4,0.47500859054799316
5,0.44874666383696044
6,0.427382804511363
7,0.4095944005843978
8,0.39946917986745684
9,0.38933137785346533
10,0.3642883439537279
11,0.34927444120564377
12,0.33295734994067383
13,0.3065005576482095
14,0.2769094845082685
15,0.253241500242984
16,0.22763912010836865
17,0.21449230380283257
18,0.1992342897974618
19,0.189118031110998
